:START_ID,DATA,:END_ID,:TYPE
MO_100001_248,NONE,MO_1_8961,MAP
MO_100001_248,NONE,VMR_2_162136,MAP
MO_100001_249,NONE,MO_1_8962,MAP
MO_100001_249,NONE,VMR_2_162137,MAP
MO_100001_250,NONE,MO_1_8963,MAP
MO_100001_250,NONE,VMR_2_162138,MAP
MO_100001_251,NONE,MO_1_8964,MAP
MO_100001_251,NONE,VMR_2_162139,MAP
MO_100001_252,NONE,MO_1_8965,MAP
MO_100001_252,NONE,VMR_2_162140,MAP
MO_100001_253,NONE,MO_1_8966,MAP
MO_100001_253,NONE,VMR_2_162141,MAP
MO_100001_254,NONE,MO_1_8967,MAP
MO_100001_254,NONE,VMR_2_162142,MAP
MO_100001_255,NONE,MO_1_8968,MAP
MO_100001_255,NONE,VMR_2_162143,MAP
MO_100001_256,NONE,MO_1_8969,MAP
MO_100001_256,NONE,VMR_2_162144,MAP
MO_100001_257,NONE,MO_1_8970,MAP
MO_100001_257,NONE,VMR_2_162145,MAP
MO_100001_258,NONE,MO_1_20491,MAP
MO_100001_258,NONE,VMR_2_163426,MAP
MO_100001_259,NONE,MO_1_20492,MAP
MO_100001_259,NONE,VMR_2_163427,MAP
MO_100001_260,NONE,MO_1_20493,MAP
MO_100001_260,NONE,VMR_2_163428,MAP
MO_100001_261,NONE,MO_1_20494,MAP
MO_100001_261,NONE,VMR_2_163429,MAP
MO_100001_262,NONE,MO_1_20495,MAP
MO_100001_262,NONE,VMR_2_163430,MAP
MO_100001_263,NONE,MO_1_20496,MAP
MO_100001_263,NONE,VMR_2_163431,MAP
MO_100001_264,NONE,MO_1_20497,MAP
MO_100001_264,NONE,VMR_2_163432,MAP
MO_100001_265,NONE,MO_1_20498,MAP
MO_100001_265,NONE,VMR_2_163433,MAP
MO_100001_266,NONE,MO_1_20499,MAP
MO_100001_266,NONE,VMR_2_163434,MAP
MO_100001_267,NONE,MO_1_20500,MAP
MO_100001_267,NONE,VMR_2_163435,MAP
MO_100001_268,NONE,MO_1_20501,MAP
MO_100001_268,NONE,VMR_2_163436,MAP
MO_100001_269,NONE,MO_1_20502,MAP
MO_100001_269,NONE,VMR_2_163437,MAP
MO_100001_270,NONE,MO_1_20503,MAP
MO_100001_270,NONE,VMR_2_163438,MAP
MO_100001_271,NONE,MO_1_20504,MAP
MO_100001_271,NONE,VMR_2_163439,MAP
MO_100001_272,NONE,MO_1_20505,MAP
MO_100001_272,NONE,VMR_2_163440,MAP
MO_100001_273,NONE,MO_1_20506,MAP
MO_100001_273,NONE,VMR_2_163441,MAP
MO_100001_274,NONE,MO_1_20507,MAP
MO_100001_274,NONE,VMR_2_163442,MAP
MO_100001_275,NONE,MO_1_20508,MAP
MO_100001_275,NONE,VMR_2_163443,MAP
MO_100001_276,NONE,MO_1_20509,MAP
MO_100001_276,NONE,VMR_2_163444,MAP
MO_100001_277,NONE,MO_1_20510,MAP
MO_100001_277,NONE,VMR_2_163445,MAP
MO_100001_278,NONE,MO_1_20511,MAP
MO_100001_278,NONE,VMR_2_163446,MAP
MO_100001_279,NONE,MO_1_20512,MAP
MO_100001_279,NONE,VMR_2_163447,MAP
MO_100001_280,NONE,MO_1_20513,MAP
MO_100001_280,NONE,VMR_2_163448,MAP
MO_100001_281,NONE,MO_1_20514,MAP
MO_100001_281,NONE,VMR_2_163449,MAP
MO_100001_282,NONE,MO_1_20516,MAP
MO_100001_282,NONE,VMR_2_163451,MAP
MO_100001_283,NONE,MO_1_20517,MAP
MO_100001_283,NONE,VMR_2_163452,MAP
