:START_ID,DATA,:END_ID,:TYPE
MO_100001_180,NONE,VMR_9_4,MAP
MO_100001_181,NONE,MO_4_e,MAP
MO_100001_181,NONE,VMR_9_4,MAP
MO_100001_182,NONE,MO_4_e,MAP
MO_100001_182,NONE,VMR_9_4,MAP
MO_100001_183,NONE,MO_4_e,MAP
MO_100001_183,NONE,VMR_9_4,MAP
MO_100001_184,NONE,MO_4_e,MAP
MO_100001_184,NONE,VMR_9_4,MAP
MO_100001_185,NONE,MO_4_e,MAP
MO_100001_185,NONE,VMR_9_4,MAP
MO_100001_186,NONE,MO_4_e,MAP
MO_100001_186,NONE,VMR_9_4,MAP
MO_100001_187,NONE,MO_4_e,MAP
MO_100001_187,NONE,VMR_9_4,MAP
MO_100001_188,NONE,MO_4_e,MAP
MO_100001_188,NONE,VMR_9_4,MAP
MO_100001_189,NONE,MO_4_e,MAP
MO_100001_189,NONE,VMR_9_4,MAP
MO_100001_190,NONE,MO_4_e,MAP
MO_100001_190,NONE,VMR_9_4,MAP
MO_100001_191,NONE,MO_4_e,MAP
MO_100001_191,NONE,VMR_9_4,MAP
MO_100001_192,NONE,MO_4_e,MAP
MO_100001_192,NONE,VMR_9_4,MAP
MO_100001_193,NONE,MO_4_e,MAP
MO_100001_193,NONE,VMR_9_4,MAP
MO_100001_194,NONE,MO_4_e,MAP
MO_100001_194,NONE,VMR_9_4,MAP
MO_100001_195,NONE,MO_4_e,MAP
MO_100001_195,NONE,VMR_9_4,MAP
MO_100001_196,NONE,MO_4_e,MAP
MO_100001_196,NONE,VMR_9_4,MAP
MO_100001_197,NONE,MO_4_e,MAP
MO_100001_197,NONE,VMR_9_4,MAP
MO_100001_198,NONE,MO_4_e,MAP
MO_100001_198,NONE,VMR_9_4,MAP
MO_100001_199,NONE,MO_4_e,MAP
MO_100001_199,NONE,VMR_9_4,MAP
MO_100001_200,NONE,MO_4_e,MAP
MO_100001_200,NONE,VMR_9_4,MAP
MO_100001_201,NONE,MO_4_e,MAP
MO_100001_201,NONE,VMR_9_4,MAP
MO_100001_202,NONE,MO_4_e,MAP
MO_100001_202,NONE,VMR_9_4,MAP
MO_100001_203,NONE,MO_4_e,MAP
MO_100001_203,NONE,VMR_9_4,MAP
MO_100001_204,NONE,MO_4_e,MAP
MO_100001_204,NONE,VMR_9_4,MAP
MO_100001_205,NONE,MO_4_e,MAP
MO_100001_205,NONE,VMR_9_4,MAP
MO_100001_206,NONE,MO_4_e,MAP
MO_100001_206,NONE,VMR_9_4,MAP
MO_100001_207,NONE,MO_4_e,MAP
MO_100001_207,NONE,VMR_9_4,MAP
MO_100001_208,NONE,MO_4_e,MAP
MO_100001_208,NONE,VMR_9_4,MAP
MO_100001_209,NONE,MO_4_e,MAP
MO_100001_209,NONE,VMR_9_4,MAP
MO_100001_210,NONE,MO_4_e,MAP
MO_100001_210,NONE,VMR_9_4,MAP
MO_100001_211,NONE,MO_4_e,MAP
MO_100001_211,NONE,VMR_9_4,MAP
MO_100001_212,NONE,MO_4_e,MAP
MO_100001_212,NONE,VMR_9_4,MAP
MO_100001_213,NONE,MO_4_e,MAP
MO_100001_213,NONE,VMR_9_4,MAP
MO_100001_214,NONE,MO_4_e,MAP
MO_100001_214,NONE,VMR_9_4,MAP
MO_100001_215,NONE,MO_4_e,MAP
MO_100001_215,NONE,VMR_9_4,MAP
MO_100001_216,NONE,MO_4_e,MAP
MO_100001_216,NONE,VMR_9_4,MAP
MO_100001_217,NONE,MO_4_e,MAP
MO_100001_217,NONE,VMR_9_4,MAP
MO_100001_218,NONE,MO_4_e,MAP
MO_100001_218,NONE,VMR_9_4,MAP
MO_100001_219,NONE,MO_4_e,MAP
MO_100001_219,NONE,VMR_9_4,MAP
MO_100001_220,NONE,MO_4_e,MAP
MO_100001_220,NONE,VMR_9_4,MAP
MO_100001_221,NONE,MO_4_e,MAP
MO_100001_221,NONE,VMR_9_4,MAP
MO_100001_222,NONE,MO_4_e,MAP
MO_100001_222,NONE,VMR_9_4,MAP
MO_100001_223,NONE,MO_4_e,MAP
MO_100001_223,NONE,VMR_9_4,MAP
MO_100001_224,NONE,MO_4_e,MAP
MO_100001_224,NONE,VMR_9_4,MAP
MO_100001_225,NONE,MO_4_e,MAP
MO_100001_225,NONE,VMR_9_4,MAP
MO_100001_226,NONE,MO_4_e,MAP
MO_100001_226,NONE,VMR_9_4,MAP
MO_100001_227,NONE,MO_4_e,MAP
MO_100001_227,NONE,VMR_9_4,MAP
MO_100001_228,NONE,MO_4_e,MAP
MO_100001_228,NONE,VMR_9_4,MAP
MO_100001_229,NONE,MO_4_e,MAP
MO_100001_229,NONE,VMR_9_4,MAP
MO_100001_230,NONE,MO_4_e,MAP
MO_100001_230,NONE,VMR_9_4,MAP
MO_100001_231,NONE,MO_4_e,MAP
MO_100001_231,NONE,VMR_9_4,MAP
MO_100001_232,NONE,MO_4_e,MAP
MO_100001_232,NONE,VMR_9_4,MAP
MO_100001_233,NONE,MO_4_e,MAP
MO_100001_233,NONE,VMR_9_4,MAP
MO_100001_234,NONE,MO_4_e,MAP
MO_100001_234,NONE,VMR_9_4,MAP
MO_100001_235,NONE,MO_4_e,MAP
MO_100001_235,NONE,VMR_9_4,MAP
MO_100001_236,NONE,MO_4_e,MAP
MO_100001_236,NONE,VMR_9_4,MAP
MO_100001_237,NONE,MO_4_e,MAP
MO_100001_237,NONE,VMR_9_4,MAP
MO_100001_238,NONE,MO_4_e,MAP
MO_100001_238,NONE,VMR_9_4,MAP
MO_100001_239,NONE,MO_4_e,MAP
MO_100001_239,NONE,VMR_9_4,MAP
MO_100001_240,NONE,MO_4_e,MAP
